salesperson_sk,salesperson_id,salesperson_name,salesperson_role
1270,SP01270,Eric Thompson,Salesperson
1271,SP01271,Michael Travis,Senior Salesperson
1272,SP01272,Katie Anderson,Sales Associate
1273,SP01273,Shawn Rodriguez,Sales Associate
1274,SP01274,James Holmes,Senior Salesperson
1275,SP01275,Jenny Taylor,Sales Associate
1276,SP01276,Ryan Byrd,Manager
1277,SP01277,Tony Hodges,Salesperson
1278,SP01278,Matthew Phelps,Sales Associate
1279,SP01279,Willie Ramirez,Salesperson
1280,SP01280,Cody Hodges,Sales Associate
1281,SP01281,Brian Johnson,Salesperson
1282,SP01282,Jeffrey Reyes,Senior Salesperson
1283,SP01283,Theresa Martin,Senior Salesperson
1284,SP01284,David Benson,Salesperson
1285,SP01285,Jared Hopkins,Sales Associate
1286,SP01286,Samantha Gray,Manager
1287,SP01287,Elizabeth Fisher,Salesperson
1288,SP01288,Phillip Trujillo,Salesperson
1289,SP01289,Katherine Lucas,Salesperson
1290,SP01290,Julie Patrick,Sales Associate
1291,SP01291,Kelly Meyer,Sales Associate
1292,SP01292,Denise Coleman,Sales Associate
1293,SP01293,Brittany Reese,Senior Salesperson
1294,SP01294,Emily Walker,Manager
1295,SP01295,Monica Davis,Manager
1296,SP01296,Austin Pitts,Salesperson
1297,SP01297,Ariana Morrison,Sales Associate
1298,SP01298,David Chung,Manager
1299,SP01299,Miranda Meadows,Manager
1300,SP01300,Krista Nixon,Senior Salesperson
1301,SP01301,James Vaughn,Sales Associate
1302,SP01302,William Roman,Manager
1303,SP01303,Kara Colon,Sales Associate
1304,SP01304,Kenneth Wright,Manager
1305,SP01305,William Clark,Senior Salesperson
1306,SP01306,Micheal Walker,Manager
1307,SP01307,Melissa Rodriguez,Sales Associate
1308,SP01308,Mary Johnson,Manager
1309,SP01309,David Jones,Manager
1310,SP01310,Richard Stevens,Sales Associate
1311,SP01311,Robert Ball,Senior Salesperson
1312,SP01312,Matthew Sullivan,Sales Associate
1313,SP01313,Heather Wise,Sales Associate
1314,SP01314,Tracy Cox,Sales Associate
1315,SP01315,Christopher Faulkner,Senior Salesperson
1316,SP01316,Heather Carlson,Senior Salesperson
1317,SP01317,Lisa Morales,Salesperson
1318,SP01318,Bryan Everett,Salesperson
1319,SP01319,Rebecca Gregory,Salesperson
1320,SP01320,Blake Taylor,Salesperson
1321,SP01321,Tony Payne,Salesperson
1322,SP01322,John Schwartz,Manager
1323,SP01323,Raymond Williams,Salesperson
1324,SP01324,Geoffrey Smith,Sales Associate
1325,SP01325,Holly Young,Sales Associate
1326,SP01326,John Johnson,Salesperson
1327,SP01327,Teresa Banks,Manager
1328,SP01328,Anne Fernandez,Salesperson
1329,SP01329,Angel Hull,Sales Associate
1330,SP01330,Elizabeth Wolfe,Manager
1331,SP01331,Brian Gilmore,Manager
1332,SP01332,Gary Mills,Salesperson
1333,SP01333,Rodney Cox,Manager
1334,SP01334,Shawn Clark,Sales Associate
1335,SP01335,Deanna Jones,Salesperson
1336,SP01336,Stacey Foster,Senior Salesperson
1337,SP01337,Brandy Henry,Salesperson
1338,SP01338,Chad Smith,Salesperson
1339,SP01339,Sarah Green,Manager
1340,SP01340,Steven Fowler,Salesperson
1341,SP01341,Nancy Griffith,Manager
1342,SP01342,Amber Price,Manager
1343,SP01343,Christopher Ford,Senior Salesperson
1344,SP01344,Justin Manning,Senior Salesperson
1345,SP01345,Ashley Nolan,Sales Associate
1346,SP01346,Aaron Coleman,Senior Salesperson
1347,SP01347,Pamela Howell,Manager
1348,SP01348,Ethan Stephens,Sales Associate
1349,SP01349,Kurt Klein,Sales Associate
1350,SP01350,Earl Pierce,Sales Associate
1351,SP01351,Miguel Sparks,Sales Associate
1352,SP01352,William Cross,Salesperson
1353,SP01353,Katelyn Rose,Sales Associate
1354,SP01354,Jeffery Brooks,Senior Salesperson
1355,SP01355,Natalie Kramer,Manager
1356,SP01356,Alyssa Wyatt,Manager
1357,SP01357,Heather Murphy,Manager
1358,SP01358,Troy Castro,Salesperson
1359,SP01359,Joseph Garcia,Salesperson
1360,SP01360,Brandon Armstrong,Sales Associate
1361,SP01361,Raymond Welch,Senior Salesperson
1362,SP01362,Sharon Gray,Sales Associate
1363,SP01363,Kelly Green,Salesperson
1364,SP01364,Elizabeth Terrell,Salesperson
1365,SP01365,Karen Clark,Salesperson
1366,SP01366,Jennifer Thomas,Manager
1367,SP01367,Matthew Torres,Senior Salesperson
1368,SP01368,Brett Martin,Manager
1369,SP01369,Michael Bradley,Manager
1370,SP01370,Margaret Castro,Sales Associate
1371,SP01371,Adam Johnson,Manager
1372,SP01372,Karen Bradley,Salesperson
1373,SP01373,Adam Livingston,Manager
1374,SP01374,Michael Harris,Manager
1375,SP01375,Shane Dyer,Salesperson
1376,SP01376,Andrew Evans,Senior Salesperson
1377,SP01377,Jenny Collins,Salesperson
1378,SP01378,Helen Novak,Manager
1379,SP01379,Christopher Fernandez,Salesperson
1380,SP01380,Michael Bruce,Manager
1381,SP01381,Kim Calderon,Sales Associate
1382,SP01382,Tracy Singleton,Senior Salesperson
1383,SP01383,Douglas Martin,Sales Associate
1384,SP01384,Annette Camacho,Manager
1385,SP01385,Michael Bridges,Senior Salesperson
1386,SP01386,Sandra Diaz,Manager
1387,SP01387,David Moore,Sales Associate
1388,SP01388,Alexa Malone,Manager
1389,SP01389,Sheri Walker,Manager
1390,SP01390,Sarah Mendoza,Salesperson
1391,SP01391,Natalie Ward,Manager
1392,SP01392,John Gamble,Salesperson
1393,SP01393,Brian Frey,Salesperson
1394,SP01394,Courtney Richard,Sales Associate
1395,SP01395,Sylvia Castillo,Senior Salesperson
1396,SP01396,Zachary Brown,Salesperson
1397,SP01397,Mark Bradley,Salesperson
1398,SP01398,Erika Glenn,Manager
1399,SP01399,Sharon Richards,Senior Salesperson
1400,SP01400,John Silva,Manager
1401,SP01401,Mark Underwood,Senior Salesperson
1402,SP01402,Heather Sullivan,Salesperson
1403,SP01403,Ryan Russell,Senior Salesperson
1404,SP01404,Stephen Clark,Manager
1405,SP01405,Jeff Foster,Salesperson
1406,SP01406,Kyle Clark,Senior Salesperson
1407,SP01407,Benjamin Harris,Senior Salesperson
1408,SP01408,Michael Anderson,Senior Salesperson
1409,SP01409,Candace Bruce,Senior Salesperson
1410,SP01410,Kaitlin Ward,Sales Associate
1411,SP01411,Jeffery Lopez,Manager
1412,SP01412,Lauren Lee,Salesperson
1413,SP01413,Dawn Brown,Senior Salesperson
1414,SP01414,Amanda Christensen,Sales Associate
1415,SP01415,Tina Myers,Sales Associate
1416,SP01416,Shannon Pitts,Salesperson
1417,SP01417,Susan Sanders,Sales Associate
1418,SP01418,John Anderson,Manager
1419,SP01419,Laurie Daugherty,Salesperson
1420,SP01420,Patricia Willis,Sales Associate
1421,SP01421,Nathan Bush,Senior Salesperson
1422,SP01422,Eric Johnson,Manager
1423,SP01423,Jeremy Burton,Sales Associate
1424,SP01424,Elizabeth Lopez,Salesperson
1425,SP01425,Dorothy Green,Salesperson
1426,SP01426,Kristin Perry,Senior Salesperson
1427,SP01427,Yolanda Snyder,Salesperson
1428,SP01428,Nicole Gilbert,Salesperson
1429,SP01429,Carmen Bond,Manager
1430,SP01430,Thomas White,Manager
1431,SP01431,Manuel Hinton,Salesperson
1432,SP01432,Madison Gould,Sales Associate
1433,SP01433,Heather Bailey,Sales Associate
1434,SP01434,Christine Myers,Salesperson
1435,SP01435,Mitchell Clark,Manager
1436,SP01436,David Mccann,Salesperson
1437,SP01437,Melissa Hernandez,Salesperson
1438,SP01438,Aaron Kennedy,Salesperson
1439,SP01439,Richard Mclean,Salesperson
1440,SP01440,Samuel Fox,Salesperson
1441,SP01441,Rhonda Hubbard,Manager
1442,SP01442,Amy Huerta,Manager
1443,SP01443,Kevin Fuentes,Sales Associate
1444,SP01444,Christina Delacruz,Salesperson
1445,SP01445,Jessica Sanchez,Salesperson
1446,SP01446,Dylan Dickson,Sales Associate
1447,SP01447,Stephen Sanchez,Sales Associate
1448,SP01448,Carmen Stokes,Senior Salesperson
1449,SP01449,Dakota Brown,Sales Associate
1450,SP01450,Joyce Dunn,Manager
1451,SP01451,Whitney Evans,Senior Salesperson
1452,SP01452,Paul Moore,Salesperson
1453,SP01453,Janet Bridges,Salesperson
1454,SP01454,Terry Schultz,Manager
1455,SP01455,Matthew Hughes,Salesperson
1456,SP01456,Joshua Williams,Senior Salesperson
1457,SP01457,Jared Smith,Sales Associate
1458,SP01458,Toni Johnston,Senior Salesperson
1459,SP01459,Harold Macias,Senior Salesperson
1460,SP01460,Lisa Horton,Salesperson
1461,SP01461,Traci Brooks,Sales Associate
1462,SP01462,Victoria Ramos,Sales Associate
1463,SP01463,Raymond Marquez,Salesperson
1464,SP01464,Lori Anderson,Manager
1465,SP01465,Kelly Cole,Sales Associate
1466,SP01466,Jason Davis,Salesperson
1467,SP01467,Jermaine Sanchez,Sales Associate
1468,SP01468,Nicholas Pierce,Senior Salesperson
1469,SP01469,Daniel Hart,Salesperson
1470,SP01470,Matthew Hill,Manager
1471,SP01471,Javier Johnson,Sales Associate
1472,SP01472,Edward Contreras,Sales Associate
1473,SP01473,Lori Cooper,Senior Salesperson
1474,SP01474,Andrew Stephens,Salesperson
1475,SP01475,Erica Freeman,Manager
1476,SP01476,Ann Jackson,Senior Salesperson
1477,SP01477,Jessica Scott,Manager
1478,SP01478,Edward Ho,Senior Salesperson
1479,SP01479,Sonya Meza,Senior Salesperson
1480,SP01480,Peter Flowers,Salesperson
1481,SP01481,Andrew Ross,Sales Associate
1482,SP01482,Brian Mata,Sales Associate
1483,SP01483,Heather Barajas,Sales Associate
1484,SP01484,Debra Caldwell,Senior Salesperson
1485,SP01485,Derek Torres,Salesperson
1486,SP01486,Kimberly Wallace,Manager
1487,SP01487,Noah Cooper,Sales Associate
1488,SP01488,Jason Vaughn,Manager
1489,SP01489,Daniel Martin,Sales Associate
1490,SP01490,Carol Gonzalez,Sales Associate
1491,SP01491,Victor Gay,Senior Salesperson
1492,SP01492,Shannon Thompson,Senior Salesperson
1493,SP01493,Raymond Hernandez,Manager
1494,SP01494,Rebecca Erickson,Senior Salesperson
1495,SP01495,Natasha Harrison,Salesperson
1496,SP01496,Jeremy Chambers,Salesperson
1497,SP01497,Tracie Taylor,Sales Associate
1498,SP01498,Benjamin Bean,Salesperson
1499,SP01499,Shirley Schmidt,Manager
1500,SP01500,Mitchell Green,Manager
1501,SP01501,Susan Kelly,Manager
1502,SP01502,Raymond Griffith,Senior Salesperson
1503,SP01503,Kimberly Garcia,Sales Associate
1504,SP01504,Tina Nichols,Sales Associate
1505,SP01505,Shannon Hamilton,Sales Associate
1506,SP01506,James Gilbert,Senior Salesperson
1507,SP01507,Taylor Lewis,Salesperson
1508,SP01508,Spencer Rowland,Salesperson
1509,SP01509,William Todd,Salesperson
1510,SP01510,Seth Anthony,Sales Associate
1511,SP01511,Richard Scott,Sales Associate
1512,SP01512,Julie Wells,Manager
1513,SP01513,Veronica Church,Salesperson
1514,SP01514,Joseph Forbes,Salesperson
1515,SP01515,Alice Scott,Manager
1516,SP01516,Catherine Ellison,Sales Associate
1517,SP01517,Christine Yu,Sales Associate
1518,SP01518,Alexandria Ruiz,Salesperson
1519,SP01519,Elizabeth Bartlett,Salesperson
1520,SP01520,Sergio Castro,Sales Associate
1521,SP01521,Andrew Johnson,Salesperson
1522,SP01522,Samantha Campos,Manager
1523,SP01523,Leah Le,Sales Associate
1524,SP01524,Tina Hamilton,Salesperson
1525,SP01525,John Ford,Salesperson
1526,SP01526,Andrew Smith,Sales Associate
1527,SP01527,Elizabeth Ryan,Salesperson
1528,SP01528,Nathan Lee,Manager
1529,SP01529,Kelly Strong,Manager
1530,SP01530,Glen Brown,Salesperson
1531,SP01531,Dennis Parker,Sales Associate
1532,SP01532,Bailey Jackson,Sales Associate
1533,SP01533,Joshua Grant,Senior Salesperson
1534,SP01534,Angelica Garcia,Manager
1535,SP01535,Melissa Gibson,Sales Associate
1536,SP01536,Ryan Davis,Manager
1537,SP01537,Aaron Green,Sales Associate
1538,SP01538,Jennifer Tanner,Sales Associate
1539,SP01539,Samuel Barry,Sales Associate
1540,SP01540,Earl Hayes,Manager
1541,SP01541,Christopher Rogers,Sales Associate
1542,SP01542,Chad Brown,Sales Associate
1543,SP01543,Kristina Guerrero,Senior Salesperson
1544,SP01544,Kelly Bullock,Sales Associate
1545,SP01545,Veronica Mccarthy,Senior Salesperson
1546,SP01546,Eileen Obrien,Manager
1547,SP01547,Steven Hopkins,Salesperson
1548,SP01548,Christopher Christensen,Sales Associate
1549,SP01549,Joshua Johnson,Senior Salesperson
1550,SP01550,Stephen Jimenez,Manager
1551,SP01551,Sandra Cain,Manager
1552,SP01552,Christine Martin,Manager
1553,SP01553,Jeffrey Walker,Sales Associate
1554,SP01554,Leslie Hunter,Salesperson
1555,SP01555,Rita Briggs,Sales Associate
1556,SP01556,Richard Novak,Sales Associate
1557,SP01557,Ashley Burke,Manager
1558,SP01558,Eric Gonzalez,Manager
1559,SP01559,Amanda Murray,Sales Associate
1560,SP01560,Megan Miller,Sales Associate
1561,SP01561,James Kelly,Manager
1562,SP01562,Stephen Russell,Manager
1563,SP01563,Carl Hernandez,Manager
1564,SP01564,Cathy Rogers,Salesperson
1565,SP01565,Debra White,Sales Associate
1566,SP01566,Samantha Mccarthy,Senior Salesperson
1567,SP01567,Kenneth Thornton,Senior Salesperson
1568,SP01568,Patricia Frank,Sales Associate
1569,SP01569,Nancy Williams,Salesperson
1570,SP01570,Robin Wiley,Salesperson
1571,SP01571,Allison Ross,Sales Associate
1572,SP01572,Kathryn Brown,Manager
1573,SP01573,Dawn Gonzalez,Sales Associate
1574,SP01574,Yvette Cook,Manager
1575,SP01575,Brandy Mitchell,Salesperson
1576,SP01576,Susan Strickland,Senior Salesperson
1577,SP01577,Robert Underwood,Senior Salesperson
1578,SP01578,Zachary Turner,Manager
1579,SP01579,Edward Summers,Salesperson
1580,SP01580,Jennifer May,Sales Associate
1581,SP01581,Danielle Patel,Sales Associate
1582,SP01582,Carolyn Wallace,Manager
1583,SP01583,Pamela Black,Manager
1584,SP01584,Brian Trevino,Salesperson
1585,SP01585,Paul Wood,Manager
1586,SP01586,David Landry,Manager
1587,SP01587,Dean Clark,Salesperson
1588,SP01588,Michelle Graham,Salesperson
1589,SP01589,Scott Perez,Sales Associate
1590,SP01590,Taylor Harris,Salesperson
1591,SP01591,Howard Hudson,Manager
1592,SP01592,Kyle Powell,Senior Salesperson
1593,SP01593,Anthony Alvarado,Senior Salesperson
1594,SP01594,Theresa Key,Sales Associate
1595,SP01595,Nicolas Fox,Senior Salesperson
1596,SP01596,Adam Aguilar,Senior Salesperson
1597,SP01597,Michael Davis,Manager
1598,SP01598,Elizabeth Baker,Senior Salesperson
1599,SP01599,Brooke Gomez,Sales Associate
1600,SP01600,Catherine Moss,Salesperson
1601,SP01601,Peter Snyder,Senior Salesperson
1602,SP01602,Sara Nelson,Salesperson
1603,SP01603,Anita Sawyer,Sales Associate
1604,SP01604,Philip Davis,Senior Salesperson
1605,SP01605,Curtis Washington,Sales Associate
1606,SP01606,Holly Brown,Manager
1607,SP01607,Gregory Harrison,Sales Associate
1608,SP01608,Angelica Rivera,Manager
1609,SP01609,John Taylor,Salesperson
1610,SP01610,Christopher Nichols,Senior Salesperson
1611,SP01611,Kathleen Moore,Senior Salesperson
1612,SP01612,Paula Peters,Sales Associate
1613,SP01613,Ryan Reilly,Salesperson
1614,SP01614,Kyle Jarvis,Manager
1615,SP01615,Derrick Mcclure,Salesperson
1616,SP01616,Jasmin Miller,Senior Salesperson
1617,SP01617,Mark Scott,Manager
1618,SP01618,Shannon Wells,Salesperson
1619,SP01619,Chad Garcia,Sales Associate
1620,SP01620,Michael Liu,Senior Salesperson
1621,SP01621,Rachel Gonzalez,Manager
1622,SP01622,Sara Lozano,Senior Salesperson
1623,SP01623,Donna Tate,Salesperson
1624,SP01624,Michael Mason,Sales Associate
1625,SP01625,Katherine Mcbride,Manager
1626,SP01626,Laura Rowland,Sales Associate
1627,SP01627,William Romero,Salesperson
1628,SP01628,George White,Senior Salesperson
1629,SP01629,Brad Velez,Senior Salesperson
1630,SP01630,Lisa Mitchell,Senior Salesperson
1631,SP01631,Jeffrey Maynard,Sales Associate
1632,SP01632,Jeffrey Ross,Sales Associate
1633,SP01633,Linda Martin,Salesperson
1634,SP01634,Alejandro Johnson,Salesperson
1635,SP01635,Kelsey Owens,Salesperson
1636,SP01636,Anne Perez,Salesperson
1637,SP01637,Angela Dickerson,Manager
1638,SP01638,Jeffrey Freeman,Salesperson
1639,SP01639,Michael Henderson,Sales Associate
1640,SP01640,Victoria Miller,Manager
1641,SP01641,Allison Sparks,Manager
1642,SP01642,Alexandra Russell,Senior Salesperson
1643,SP01643,Amber Marshall,Salesperson
1644,SP01644,Dawn Norman,Salesperson
1645,SP01645,Walter Mclaughlin,Sales Associate
1646,SP01646,Andrea Contreras,Sales Associate
1647,SP01647,Stephanie Hooper,Salesperson
1648,SP01648,Derek Jones,Sales Associate
1649,SP01649,Belinda Baker,Salesperson
1650,SP01650,Brandon Lee,Senior Salesperson
1651,SP01651,James Johnson,Senior Salesperson
1652,SP01652,Eric Bennett,Salesperson
1653,SP01653,Megan Edwards,Sales Associate
1654,SP01654,Charles Nelson,Manager
1655,SP01655,Christine Taylor,Salesperson
1656,SP01656,Tara Peterson,Manager
1657,SP01657,Eugene Edwards,Sales Associate
1658,SP01658,Sandra Butler,Manager
1659,SP01659,Joseph Gomez,Senior Salesperson
1660,SP01660,Jenna Cantrell,Salesperson
1661,SP01661,Jessica West,Sales Associate
1662,SP01662,Mary Greer,Salesperson
1663,SP01663,Krista Bates,Senior Salesperson
1664,SP01664,Travis Hughes,Manager
1665,SP01665,Margaret Lee,Manager
1666,SP01666,Lindsey Torres,Senior Salesperson
1667,SP01667,Dylan Coleman,Sales Associate
1668,SP01668,Robert Patterson,Manager
1669,SP01669,Christopher Yang,Salesperson
1670,SP01670,Tara Miller,Manager
1671,SP01671,Michael Williams,Sales Associate
1672,SP01672,Alan Collins,Sales Associate
1673,SP01673,Kenneth Willis,Salesperson
1674,SP01674,Dennis Thomas,Manager
1675,SP01675,Christopher Mcclure,Sales Associate
1676,SP01676,Tanya Perry,Salesperson
1677,SP01677,Luke Brown,Manager
1678,SP01678,Christopher Wood,Manager
1679,SP01679,Jason Ortiz,Senior Salesperson
1680,SP01680,Craig Browning,Sales Associate
1681,SP01681,Alexandria Campbell,Sales Associate
1682,SP01682,Kevin Gonzalez,Sales Associate
1683,SP01683,Mathew Singleton,Salesperson
1684,SP01684,Eduardo Mcknight,Sales Associate
1685,SP01685,Jose Lewis,Sales Associate
1686,SP01686,Matthew Odom,Senior Salesperson
1687,SP01687,Brian Moore,Sales Associate
1688,SP01688,Ryan Miranda,Manager
1689,SP01689,Joseph Mcdonald,Senior Salesperson
1690,SP01690,Matthew Preston,Sales Associate
1691,SP01691,Michelle Anderson,Senior Salesperson
1692,SP01692,Roberto Edwards,Salesperson
1693,SP01693,Rebecca Wilson,Senior Salesperson
1694,SP01694,Kevin Boyd,Manager
1695,SP01695,Jennifer Figueroa,Sales Associate
1696,SP01696,Alyssa Maldonado,Manager
1697,SP01697,Andrea Joseph,Salesperson
1698,SP01698,Jessica Hernandez,Sales Associate
1699,SP01699,Erin Lopez,Salesperson
1700,SP01700,Jeremy Barnes,Salesperson
1701,SP01701,Samantha Patterson,Manager
1702,SP01702,Deborah Petersen,Salesperson
1703,SP01703,Samantha Weaver,Salesperson
1704,SP01704,Melissa Mcguire,Salesperson
1705,SP01705,Billy Thompson,Sales Associate
1706,SP01706,Morgan Mcintyre,Manager
1707,SP01707,Michael Mcdaniel,Sales Associate
1708,SP01708,Travis Poole,Senior Salesperson
1709,SP01709,Samantha Koch,Sales Associate
1710,SP01710,Anthony Jackson,Senior Salesperson
1711,SP01711,Kim Wolfe,Senior Salesperson
1712,SP01712,Shannon Davenport,Salesperson
1713,SP01713,Brandon Watson,Salesperson
1714,SP01714,Brian Wolf,Salesperson
1715,SP01715,Anne Walsh,Senior Salesperson
1716,SP01716,Alexander Reed,Sales Associate
1717,SP01717,Keith Lang,Sales Associate
1718,SP01718,Haley Lopez,Senior Salesperson
1719,SP01719,John Davis,Salesperson
1720,SP01720,Cory Weaver,Sales Associate
1721,SP01721,Jill Johnson,Senior Salesperson
1722,SP01722,Lisa Davis,Senior Salesperson
1723,SP01723,Michele Jones,Senior Salesperson
1724,SP01724,Steven Parsons,Senior Salesperson
1725,SP01725,Jonathan Navarro,Sales Associate
1726,SP01726,Brooke Clark,Sales Associate
1727,SP01727,Christine Bryan,Salesperson
1728,SP01728,Nathan Porter,Senior Salesperson
1729,SP01729,Melissa Greene,Salesperson
1730,SP01730,Larry Barrett,Sales Associate
1731,SP01731,Jimmy Manning,Manager
1732,SP01732,Kaitlyn Watson,Manager
1733,SP01733,Kayla Blevins,Salesperson
1734,SP01734,Sharon Lewis,Salesperson
1735,SP01735,Sandra Hoffman,Sales Associate
1736,SP01736,Katie Moore,Sales Associate
1737,SP01737,James Walters,Salesperson
1738,SP01738,Vanessa Nelson,Senior Salesperson
1739,SP01739,Elizabeth Fuentes,Manager
1740,SP01740,Michael Norris,Senior Salesperson
1741,SP01741,Trevor Willis,Sales Associate
1742,SP01742,Eduardo Hines,Salesperson
1743,SP01743,Ruth Miller,Manager
1744,SP01744,Sarah Moore,Senior Salesperson
1745,SP01745,Kyle Jackson,Manager
1746,SP01746,Julie Brown,Salesperson
1747,SP01747,Heather Carter,Salesperson
1748,SP01748,Charles Vance,Senior Salesperson
1749,SP01749,Angela Wright,Sales Associate
1750,SP01750,Kathryn Ruiz,Manager
1751,SP01751,Curtis Kelley,Salesperson
1752,SP01752,Marco Khan,Sales Associate
1753,SP01753,Leslie Page,Manager
1754,SP01754,Valerie Smith,Sales Associate
1755,SP01755,Kenneth Wilson,Sales Associate
1756,SP01756,Robin Smith,Sales Associate
1757,SP01757,Tonya Sullivan,Salesperson
1758,SP01758,Lisa King,Sales Associate
1759,SP01759,Paul Ray,Manager
1760,SP01760,William Ellis,Senior Salesperson
1761,SP01761,Christopher Price,Sales Associate
1762,SP01762,Robert Sanchez,Sales Associate
1763,SP01763,Amanda Schmidt,Salesperson
1764,SP01764,Tamara Ramirez,Manager
1765,SP01765,Jessica Campos,Manager
1766,SP01766,Steven Jenkins,Manager
1767,SP01767,Lori Edwards,Senior Salesperson
1768,SP01768,Jim Wiley,Manager
1769,SP01769,Richard Schroeder,Senior Salesperson
1770,SP01770,Patrick Simmons,Sales Associate
1771,SP01771,Christopher Baker,Senior Salesperson
1772,SP01772,Justin Wang,Salesperson
1773,SP01773,Julie Jordan,Salesperson
1774,SP01774,Victor Andrade,Manager
1775,SP01775,Adam Miller,Manager
1776,SP01776,Brian Johnson,Manager
1777,SP01777,Brandon Anderson,Salesperson
1778,SP01778,Chad Levine,Manager
1779,SP01779,Lisa Sanders,Salesperson
1780,SP01780,Alexandra Wade,Salesperson
1781,SP01781,Mary Hooper,Salesperson
1782,SP01782,Rebecca Duffy,Senior Salesperson
1783,SP01783,Jacqueline Jackson,Salesperson
1784,SP01784,Kenneth Christian,Salesperson
1785,SP01785,Roberto Kramer,Salesperson
1786,SP01786,Laura Love,Manager
1787,SP01787,Michael Montgomery,Manager
1788,SP01788,Michelle Maynard,Manager
1789,SP01789,Andrea Wu,Manager
1790,SP01790,Katherine Chavez,Senior Salesperson
1791,SP01791,John Taylor,Sales Associate
1792,SP01792,Michael Grant,Sales Associate
1793,SP01793,Jennifer Hensley,Senior Salesperson
1794,SP01794,Lisa Hicks,Manager
1795,SP01795,Bryan Peters,Salesperson
1796,SP01796,Jason Steele,Sales Associate
1797,SP01797,Megan Daniel,Manager
1798,SP01798,John Preston,Sales Associate
1799,SP01799,Luis Thomas,Senior Salesperson
1800,SP01800,Nathan Morris,Salesperson
1801,SP01801,Misty Walters,Senior Salesperson
1802,SP01802,Brittany Johnson,Senior Salesperson
1803,SP01803,Eric Gonzalez,Salesperson
1804,SP01804,Megan Thomas,Salesperson
1805,SP01805,Susan Wall,Manager
1806,SP01806,Stephen Prince,Sales Associate
1807,SP01807,Angel Glover,Senior Salesperson
1808,SP01808,Michael Jensen,Sales Associate
1809,SP01809,Christopher Elliott,Manager
1810,SP01810,Kristen Bailey,Sales Associate
1811,SP01811,Steven Walsh,Senior Salesperson
1812,SP01812,Kathleen Ayers,Sales Associate
1813,SP01813,Sarah Cain,Salesperson
1814,SP01814,Tonya Anderson,Salesperson
1815,SP01815,Amy Jones,Sales Associate
1816,SP01816,Cynthia Sanchez,Salesperson
1817,SP01817,Stanley Smith,Salesperson
1818,SP01818,Peggy Smith,Manager
1819,SP01819,David Brewer,Manager
1820,SP01820,Joshua Francis,Manager
1821,SP01821,Kayla Logan,Sales Associate
1822,SP01822,Tammy Martinez,Senior Salesperson
1823,SP01823,Thomas Scott,Sales Associate
1824,SP01824,Shelley White,Manager
1825,SP01825,Dana Beck,Salesperson
1826,SP01826,Johnathan Smith,Manager
1827,SP01827,Martin Gonzales,Sales Associate
1828,SP01828,Renee Torres,Sales Associate
1829,SP01829,Patrick Terry,Sales Associate
1830,SP01830,Rebecca Bartlett,Manager
1831,SP01831,Michael Gentry,Senior Salesperson
1832,SP01832,Randy Gonzalez,Senior Salesperson
1833,SP01833,Courtney Patterson,Senior Salesperson
1834,SP01834,Roy Ellison,Manager
1835,SP01835,Virginia Marshall,Manager
1836,SP01836,Danielle Velazquez,Senior Salesperson
1837,SP01837,Barbara Smith,Senior Salesperson
1838,SP01838,Lisa Lee,Salesperson
1839,SP01839,Thomas Brown,Sales Associate
1840,SP01840,Kathleen Pham,Salesperson
1841,SP01841,Christopher Christian,Senior Salesperson
1842,SP01842,Jason Bell,Sales Associate
1843,SP01843,Cynthia Rodriguez,Salesperson
1844,SP01844,Charles Garcia,Senior Salesperson
1845,SP01845,Mary Whitehead,Salesperson
1846,SP01846,Tristan Farley,Sales Associate
1847,SP01847,Matthew Edwards,Sales Associate
1848,SP01848,Heather Jones,Senior Salesperson
1849,SP01849,Lauren Mejia,Senior Salesperson
1850,SP01850,Heather Ortega,Manager
1851,SP01851,Joseph Mathis,Salesperson
1852,SP01852,Carlos Mack,Salesperson
1853,SP01853,Glen Hensley,Senior Salesperson
1854,SP01854,David Lopez,Salesperson
1855,SP01855,Melanie Washington,Senior Salesperson
1856,SP01856,James Farmer,Sales Associate
1857,SP01857,Maria Ford,Manager
1858,SP01858,Dawn Craig,Sales Associate
1859,SP01859,Kimberly Scott,Manager
1860,SP01860,Shawn Rodriguez,Manager
1861,SP01861,Samuel Ortiz,Manager
1862,SP01862,Shannon Drake,Manager
1863,SP01863,Joseph Bailey,Salesperson
1864,SP01864,Tyler Moss,Manager
1865,SP01865,Raymond Wagner,Sales Associate
1866,SP01866,Curtis Delgado,Manager
1867,SP01867,Michael Wolf,Manager
1868,SP01868,Colleen Ortega,Salesperson
1869,SP01869,Katherine Gilbert,Sales Associate
1870,SP01870,Jonathan Johnson,Manager
1871,SP01871,Cynthia Valencia,Salesperson
1872,SP01872,Richard Scott,Manager
1873,SP01873,Margaret Jackson,Salesperson
1874,SP01874,Michelle Gonzalez,Salesperson
1875,SP01875,Kimberly Jones,Senior Salesperson
1876,SP01876,Toni Goodwin,Senior Salesperson
1877,SP01877,Paul Edwards,Salesperson
1878,SP01878,Alexandra Smith,Manager
1879,SP01879,Troy Ross,Sales Associate
1880,SP01880,Julian Clark,Senior Salesperson
1881,SP01881,Miguel Williams,Manager
1882,SP01882,Sarah Martin,Salesperson
1883,SP01883,Jennifer Barnes,Manager
1884,SP01884,Matthew Barber,Senior Salesperson
